Comments,n_stars,len_cmt,Pin,Service,General,Others,SGeneral,SPin,SSer,SOth
"Qua thời gian sử dụng mình đánh giá như sau ,máy mượt nhanh ,các bn nên để tốc độ làm tươi là tự động chọn á nó cân bằng giữa 60hz và90 hz nên pin nó sẽ cầm pin và lâu hơn ,sạc thì siêu nhanh từ 20%_100% trong 35 phút là đầy ,chụp ảnh đẹp màn sắc rực nhưng vẫn giữ lại độ chi tiết và chân thực ,màn hình đẹp có hỗ trợ hdr10 và dcip3 nên k chê vào đâu đc ,ram rom thoải mái sài vivu ,quay phim bật siêu ổn định lên thì bị giới hạn về full hd 60fps nhưng quay vẫn đẹp k thua j 4k nhưng đc cái nó chống rung tốt",5,120,1,0,0,1,2,1.0,2.0,1.0
"Điểm mạnh: màn hình đẹp, cấu hình ổn, pin lâu, sạc cực nhanh, thiết kế đẹp.
Điểm yếu: rung rất yếu để túi quần đi ngoài đường sẽ miss cuộc gọi ( từng mi4, redmi 4x lỗi này vẫn chưa fix), loa điện thoại nghe nhỏ, ngoài đường sẽ rất khó nghe.
Nhưng bực nhất là bàn phím cực tệ, cài bàn phím của bên thứ 3 vẫn bị hay đánh nhầm phím và đánh máy nhanh sẽ bị delay phím ( dẫn đến lỗi phím).
Thỉnh thoảng vẫn bị lỗi cảm ứng ko nhạy.
Thích hợp với nhu cầu giải trí, đối với các bạn mua để phục vụ nhu cầu công việc, liên lạc thì không ổn.",1,119,1,0,0,1,2,1.0,2.0,1.0
"Sài đc 1 tuần đi đổi lại do cam trước lỗi, đổi chiếc thứ 2 mang về pin sạc có vẻ nóng cục sạc ,có 2tr990 nên ngại cũng k muốn hành ae tgdd nhiều. Nhưng mà thắc mắc cái cam sau 13pm vs 2pm thì mình k thể mở đc từng cam  ,mà hôm đi đổi  a kĩ thuật đã cố nhưng k thể mở đc cái cam sau  ở trên cùng  của tất cả các máy y11 dù đã lấy 1 ngón tay bịt cam lại vậy tóm lại các bạn có ai mở đc k thì để coment bên dưới. Cuối cùng là ở trên cam sau 13pm hay là 2pm .",3,115,1,0,0,1,2,-1.0,2.0,-1.0
"Sau khi trải nghiệm gần 1 năm huawei p30 lite mình thấy: máy mỏng thiết kế đẹp, cầm nhẹ tay, vân tay sau rất nhạy, nhận diện khuôn mặt cũng rất tốt. Pin ổn, từ 6h-21h mình dùng k liên tục, có bật 3g khoảng 4-5 tiếng thì còn 40%, riêng màn hình dùng gần 35%pin. Bộ nhớ thì khỏi nói dùng thỏai mái. Âm thanh to, riêng âm khi mở nhạc zing mp3 về sau mình nghe bị bé. Camera sáng nhưng k rõ nét kể cả chụp qua app. Điểm trừ máy này là camera. Máy vẫn có CH play, gg, Chrome cho bạn nào băn khoăn vấn đề này nha.",4,113,1,0,0,1,2,1.0,2.0,1.0
"Mua được 6 tháng, mình đã up lên muiu 11, cảm ứng và vân tay vẫn nhạy, nhìn chung thì với mình bản 4g ram vẫn đa nhiệm tốt, chơi game như liên quân vẫn ổn k, bị tụt fps nhưng ko đáng kể, 10 trận mất tầm 50% pin  nói chung pin ok chưa chai nhiều dù mình xài như phá. Chủ yếu chơi game nên các tính năng đc giới thiệu của máy mình k sử dụng nhiều, khuyên các bạn dùng thì tắt những tính năng ko cần thiết ra đặc biệt khi up lên muiu 11 để tránh làm giảm hiệu năng và đốt pin ko cần thiết (y)",4,113,1,0,0,1,2,1.0,2.0,1.0
"Mình mua máy đã hơn 1 tháng, mình có nhận xét một số ưu điểm như 1. Camera chụp ổn, đẹp, nhất là chụp macro (tùy vào cảm quan của mỗi người mà đánh giá) 2. Pin khá trâu nếu chỉ lướt web, nhắn tin này kia thì có thể sài được khoảng hơn 24h. 3. Cảm biến vân tay thì khá nhạy, do vân tay quang học nên để chính xác vị trí thì nhận rất nhanh 4. Màn hình lớn, đẹp thuận lợi việc xem phim,...nhược điểm thấy dễ trầy, bẩn bụi, cảm thấy máy hơi nóng có lẻ do vỏ bằng nhựa. Chấm 8.5/10",5,107,1,0,0,1,2,1.0,2.0,1.0
"Sau 1 tuần sử dụng đánh giá lần 2:
- Ưu điểm: pin trâu, nếu chỉ lướt web, fb, zalo, gọi, nt, thỉnh thoảng chơi game nhẹ máy trụ đc 1,5-2 ngày. mượt, cảm ứng nhạy, camera chụp hình đẹp, tạm thời chưa phát hiện lỗi lầm nào.
- Nhược điểm: Sạc lâu, pin hơn 4000mA mà sạc chỉ có 1A, nên dùng sạc 2A sạc nhanh hơn, vì mới ra nên phụ kiện tạm thời chưa có, tuy nhiên có thể dùng tấm dán cường lực cho Vivo Y91 là vừa (hình dáng và thiết kế 3 vòng của Y91 và Y91C là tương đương)",5,106,1,0,0,1,2,0.0,2.0,1.0
"quá thất vọng cho 1 sp mang tiếng cấu hình cao ram 6Gb đồ, chụp hình 48Mb đồ,  xàm xàm, đừng bao giờ tin mấy cái vỏ bọc ghi bên ngoài. các bạn hãy trải nghiệm và cảm nhận mới biết. 
sau khi sài 10 ngày tao kết luận như sau:
pin thì cũng sài tầm 6h như mọi máy khác ý là còn mới khui, sạc nhanh cái qq, tầm 4h mới sạc đầy...vcl
chụp hình thì xấu vãi,..camera thì kêu ọt oẹ...
chơi game thì lag còn hơn con máy tao mua từ 2017 vãi đạn thật..
.....
còn nhiều nữa..mà thôi.",1,104,1,0,0,1,2,-1.0,2.0,-1.0
Sau hơn 1 tuần cảm thấy cấu hình rất mượt chơi game bật max cấu hình chơi vẫn k lag 1 tí nào nhưng pin có vẻ như ảo thì phải cũng có tuột nhưng tuột rất ít còn về cam thì khỏi phải bàn còn bạn nào thích selfie thì tải app mà dùng đối với mình máy tầm chung như này thì ngon dòy k đòi hỏi dì thêm mấy bạn đừng dựa vào đánh giá mà chê đủ kiểu muốn thì ra đó test cho đã r về ai kiu mua gấp quá roài về sài than thở các kiểu,5,103,1,0,0,1,2,-1.0,2.0,1.0
"Mua máy này  về được 5 hôm dùng có cảm nhận như sau : Nắp lưng đằng sau mỏng nên ọp ẹp mặc dù là nguyên khối.Ấn nhẹ ngón tay nắp lưng đằng sau là thấy ọp ẹp rồi.Pin tuy 5000 nhưng màn hình to 6,5 in nên cảm giác kô trâu bằng Oppo A3 đợt trước dùng và HD + nên xem phim nhìn mờ hẳn đi.Máy này dùng kô mượt bằng Realme C2 mặc dù giá tiền tương đương nhau.Máy chậm và cảm ứng kô nhậy lắm nhất là khi gõ bàn phím nhiều lúc chữ nọ sọ chữ kia.",2,102,1,0,0,1,2,-1.0,2.0,-1.0
"Màn hình phải nói đẹp hoàn hảo , loa ngoài bình thường . pin ngon sạc 2h đầy pin rồi cho cục sạc cổng c to c quá đã 😁😁😁 , còn cảm biến vân tay các bạn cài tối đa 3 dấu vân tay , các bạn cài ngón chính 3 dấu luôn nha , đảm bảo với các bạn nó nhận chính xác luôn , nhớ xoay ngón tay 360° là ok . mình ko thấy loạn cảm ứng gì hết . kkkk chơi pubg ngon . màn hình 20:9 đầu tiên luôn xem phim chiếu rạp bao phê .",5,102,1,0,0,1,2,1.0,2.0,1.0
"Chụp ảnh rất ưng, loa cũng ok còn một số điểm không ok là cảm ứng. Dù mới mua nhưng cảm ứng không được nhạy, hay nhảy linh tinh. Coppy trên link cũng không được như những điện thoại khác, mạng rất kém dù tốc độ cao nhưng vào fb, zalo xem hình chỉ thấy quay. Pin hao nhanh dù mới sạc đầy nhưng lướt vài cái là đã tụt, kể cả không dùng gì nhưng để qua đêm cũng thấy tụt còn 98 trong khi con moto vào zalo, fb, xem hết bộ phim và để qua đêm vẫn 100.",1,101,1,0,0,1,2,-1.0,2.0,1.0
"Sau 3 ngày sử dụng thì cảm nhận của mình , ưu điểm pin OK, màn hình LCD 6,5 in thì hiển thị khá đẹp . đánh giá riêng mình thì màn LCD xài ổn định hơn và bền hơn AMOLED dòng cao cấp của SS nhiều , tính năng thì đầy đủ không cần dùng ứng dụng bên thứ 3 . camera thì OK đẹp trong tầm giá ,vân tay nhanh .nhược điểm , camera quá lồi xài ốp lưng nhưng vẫn còn lồi rất dễ trầy . máy nhìn đẹp nhưng không xài ốp lưng thì không được.",4,100,1,0,0,1,2,1.0,2.0,1.0
"Tôi mua bản ram 2g lúc chưa ra 4g,nhận xét ngắn gọn nha:dùng hơn tháng pin trâu sạc cũng ok,tầm hơn 2h xíu(pin 5000 k thể đòi hỏi hơn)camera bỏ qua vì ít xài tới,game liên quân(chơi nhiều nhất)khuyên chân thành bật cấu hình max thấp nhé,k sẽ giựt gây ức chế,tuyệt đối k mở thêm ứng dụng nào nữa,xem phim ổn mà pin k tuột quá nhanh.Điểm trừ đương nhiên là do chỉ có 2g nên hay xảy ra hiện tượng đơ đơ máy,vân tay k nhạy lắm!Nay có ram 4g rồi mai mốt ra đổi xài tiếp!",4,99,1,0,0,1,2,1.0,2.0,-1.0
"Máy sử dụng mượt mà, thiết kế sang trọng, camera chụp tuyệt vời. Tuần đầu mới mua về thấy pin cũng yếu thật nhưng sử dụng thêm 1 thời gian nữa thì thấy pin ổn định hơn, đủ sài cả ngày với những tác vụ như lướt wed, đọc báo, face, zalo, game nhẹ. Theo mình để bảo đảm pin được lâu hơn thì các bạn nên tắt 1 số ứng dụng như: định vị, theo dõi thể chất, phân tích, bộ đo thời gian sử dụng, để pin ở chế độ tiết kiệm, quảng cáo...",5,96,1,0,0,1,2,0.0,2.0,1.0
"Cập nhập bình luận lần 2.
 Nhờ công đồng mifan nên việc hao pin đã được khắc phục.
+ lúc mới mua về sử dụng xuống 20% rồi sạc qua đêm (việc này làm là để ổn định pin)
+ cập nhật miui 10.3.5.0 về.
+ tắt đồng bộ khi kh cần sử dụng với tự động sáng.
 Đánh giá lại 5* vì đã khắc phục được. 
Anh em hỏi chơi game ra sau thì chip rồng con này chơi game tốt. Về cam 48 con này sử dụng thuật toán lên youtube sẽ rõ.",5,95,1,0,0,1,2,0.0,2.0,1.0
"Mua lúc tháng 4 mới đầu chơi rất tốt pin trâu và nhạy nhưng bây h tôi chơi pin xuống rất nhanh lúc trước chơi 1h mất 2% nhưng bây h chơi dc 15-20p mắt 3 % rồi tắt máy k chơi còn hiện tượng xuống pin 1-2% pin, chơi liên quân lúc đầu rất mượt nhung h nó rất lag k tính mạng yếu thỉnh thoảng nó cứ giật giật rồi kêu tiếng j đó rè rè...chung sơ bộ 2 tháng này phả đợi xem sau nó sau nx nên 4 sao thôi",4,94,1,0,0,1,2,-1.0,2.0,-1.0
"Hello mọi người ! Nhật Trung TV 😘😘
Mình mới mua máy sam sung A71 mình có test thử khi quay vlog máy chụp ảnh , quay video cũng ok nhưng không được nét , bật chống rung lên quay cũng ok .
Pin sử dụng liên tục được tầm  6 tiếng ,  về sac thì nhanh khỏi phải bàn rồi , chơi geam máy ít nóng không như vỏ kim loại ,hiệu năng con chíp đỉnh đấy  , hệ điều hành android 10 trải nghiệm tốt.  
            Youtuber     ( Nhật Trung TV ) nhé.",4,94,1,0,0,1,2,1.0,2.0,1.0
"-Nói chung về pin thì OK 
-Chơi game thì ko biết có phải mình tháo tác nhanh quá khiến máy giật ko , có lúc nó hơi giật.
-Ko biết là do game PUBG hay do máy mà bấm vào x ở góc màn hình để tắt kho đồ các kiểu ,mà bấm mãi ko đc phải dùng đến phím ∆ của máy 
-Mở trình duyệt thì mình có lưu icon web ở TD bấm cái là vào , vậy mà có lúc bấm mãi ko đc phải mở tab mới, mới bấm đc",3,94,1,0,0,1,2,1.0,2.0,-1.0
"Mình mua máy hôm 13/09. Cảm quan bên ngoài nhìn máy này khá đẹp, mặt lưng nhìn kiểu 3D nhìn thích. Cấu hình máy này cũng ổn, với Antutu tạm được nhưng không hợp với gamer, với Androbench tốc độ đọc/ghi mức trung bình. Tác vụ thông thường mượt mà, pin dùng tốt, màn hình đẹp màu nịnh mắt tuy nhiên khi nhìn icon không sắc nét. Camera chụp hình ở mức trung bình khá. Khi mình mua được tặng Sam sung fit e để đeo theo dõi sức khoẻ rất tiện.",5,92,1,0,0,1,2,1.0,2.0,1.0
"Được vợ tặng sinh nhật thay cho cái máy xs max cũ. Mặt trước vẫn thế. Mặt sau đẹp. Máy mượt tốt. Chụp ảnh đẹp. Chụp góc rộng không nét lắm. Nhắn tin nghe gọi tốt. Pin trâu, chỉ dùng nghe gọi đọc báo gmail nên được gần 2 ngày. Nhược điểm khá to, đút túi quần lên xuống xe bị cấn. Hay tự nhận face id khi đút túi quần. Các bác lên xe ngồi tốt nhất lên để cạnh cần số rồi đeo tai nghe bluetooth thì hợp lí hơn.",4,92,1,0,0,1,2,1.0,2.0,1.0
Sài rất tốt xem Youtube 7phút tụt 1% xem khômg quá nóng nhé xem tiktok thì 6phút tụt 1% chơi game tới chỉ chơi game nhẹ vân tay và khuôn mặt nhạy nhưng khuôn mặt trong điều khiện thiếu sáng thì nhận diện hơi khó nhé bắt wifi và sóng sim rất tốt âm lượng lớn camera chụp ok rõ nét ko bị mất chi tiết và không bị nhoè độ sáng tốt chỉ cần 50% là nhìn rõ ở ngoài trời sạc từ 30%-100% chỉ tốn có hơn 2tiếng 1 chút,5,92,1,0,0,1,2,0.0,2.0,1.0
"Samsung a51 thích hợp cho nữ sài..máy thiết kế tuyệt đẹp thời thượng trạng bị 4 camera sau ,1 đục lổ. Máy nhẹ dễ cầm trên tay.Màng hình đẹp màu sắc rực rỡ độ sáng cao để 30% độ sáng đủ dùng.Camera đủ dùng k ấn tượng cho lắm, hiệu năng máy dùng fb,zalo, cài phim ngon chứ chơi game k phê lắm ...muốn chơi game mua a71 .nhược điểm pin 4000 k đủ sài 1 ngày dài dùng ít hay nhiều sạc 1 lần. Giá máy khá cao tầm 6tr đẹp.",4,92,1,0,0,1,2,-1.0,2.0,1.0
"Phân vân giữa em này với SS A51 và quyết định chọn em màu xanh tím phải nói là cực đẹp, lỡ mua cái ốp màu đen che mất mặt lưng hơi tiếc. Còn ốp theo máy thì trong nhưng cứng ko xài. Sau 1 tháng sử dụng thì thấy quyết định của mình là chính xác. Máy cầm chắc tay, vân tay nhạy, loa to, camera chụp hình đẹp, màn hình tràn viền trải nghiệm cực OK. Pin 4000 nhưng ko trâu lắm bù lại sạc VOOC cực nhanh",5,90,1,0,0,1,2,0.0,2.0,1.0
"Pin nhanh xuống chỉ lướt web chứ chưa coi youtube mà đã xuống pin 1-5% cho 3p máy nóng cho dù là tác vụ cơ bản.  Máy không mượt lắm. Nếu muốn mua để làm máy phụ thì ok kê chứ làm máy chính để sử dụng hằng ngày ko ổn lắm.
Máy giá rẻ cũng ko đòi hỏi cao camera tệ hơn hẳn so với máy khác có cùng độ phân giải. Nói chung là hơi không thích nếu trả máy dc tôi se trả ngay và luôn.",1,89,1,0,0,1,2,-1.0,2.0,1.0
"Lỗi wifi thường xuyên hiện sóng ảo, ko trong vùng phủ sóng. Thường xuyên không tự động kết nối mạng mà phải dùng tay ""làm mới"" mới kết nối được ( cứ khoảng trung bình 7-10 lần bật wifi trên widget là chất hiện lỗi).
Chip chơi game khá tốt so với cấu hình, bật đồ họa vẫn chơi liên quân được, khá mượt và load game khá nhanh.
Pin hơi nhanh hết.
Hy vọng sớm update phiên bản mới khắc phục lỗi wifi
Chân thành cảm ơn!",4,88,1,0,0,1,2,-1.0,2.0,1.0
Sản phẩm mới mua cách đây 3 ngày . lần sạc đầu tiên 100% sử dụng chơi game tầm 3h hết . tưởng máy hao pin .. Sau 3 lần sạc 8h . giờ chơi game liên quân max cấu hình tầm 5.5h còn 15% pin . khá là tốt . camera chống rung max xướng hình ảnh rõ nét sống động . ae xài sau 3 lần sac 8h mới thấy thật sự đã . vì chíp sử lý pin ổn định sau 3 lần sạc mà,5,88,1,0,0,1,2,1.0,2.0,1.0
"samsung a20s của mình sau 3-4 tuần sử dụng: nhìn chung thiết kế khá đẹp, bảo mật vân tay + nhận diện khuôn mặt tốt, máy chạy mượt, chơi pubg thì lâu lâu kiểu lag tí xíu, bắt wifi với 4G hơi kém ( load dữ liệu chậm ), camera thì không ưng lắm ( màu hơi nhạt ), xem phim + nghe nhạc chất lượng khá oke, pin sử dụng được gần cả ngày ( bao gồm chơi game, lướt fb, nghe nhạc, xem phim.. )",3,87,1,0,0,1,2,1.0,2.0,1.0
"Có vài nhận xét về iphone 7 plus như sau
Ưu điểm: máy nhìn cũng được,tạm gọi là đẹp,cũng mượt,pin cũng tạm vậy,hơn con 6s plus một tí,sạc pin hơn 2 tiếng mới đầy.
Nhược điểm: chíp 4 nhân của con này không bằng chíp 4 nhân của androi.mình đã trải nghiệm.thỉnh thoảng loạn cảm ứng.khi bật bờ lu tút kết nối với điện thoại androi thì không kết nối được,đa số dòng iphone là vậy.mẫu mã đẹp mà sinh lý yếu quá.thất vọng với giá cao.",2,87,1,0,0,1,2,0.0,2.0,1.0
"Mình dùng đt gần 1 tháng rồi, mấy ngày đầu pin thuộc dạng trâu bò, còn về sau pin có dấu hiệu hao nhanh hơn, chắc tại do dùng sạc nhanh nhiều làm ảnh hưởng
Máy chiến game đồ hoạ cao rất mượt, chơi lâu không nóng máy
Ngoài ra máy có 2 lỗi nhỏ là lỗi camera không thể kết nối và loa thoại ko nghe đc tiếng người khác gọi lại, cần phải khởi động lại mới hoạt động bình thường, khá bất tiện",4,86,1,0,0,1,2,0.0,2.0,1.0
