Comments,n_stars,len_cmt,Pin,Service,General,Others,SGeneral,SPin,SSer,SOth
"Chán cái pin hơi yếu
Lúc đập hộp máy còn 40% minh Sài Zalo Facebook và youtubi đến khi  pin yếu mình sạc 4 tiếng thì pin đầy và thử để treo chuông tắt mạng Internet đi 12h. Tụt còn 72%  pin mình thấy hơi hụt hẫng",4,47,1,0,0,0,2,-1.0,2.0,2.0
"Dùng 2 tháng đầu ngon ơ ko có vấn đề gì nhưng gần đây lại bị lỗi sạc nóng máy + tới 75% báo pin đầy, phải khởi động lại mới sạc đầy được. Đã bảo hành đổi máy nhưng lại bị tiếp chỉ sau 2ngày",2,46,1,0,0,0,2,-1.0,2.0,2.0
"Tối qua mới mua về, 00:00 Đêm sạc Pin khi Pin dưới 20%, sạc bằng nguồn điện từ ổ cắm đến 5h Sáng sao thấy chỉ 60 mấy 70% Pin thôi mà sạc bằng sạc dự phòng thì mau đầy. Ad tư vấn em hiểu hơn",5,46,1,0,0,0,2,-1.0,2.0,2.0
"Mới mua được 1 tháng rưỡi bị lỗi sạc 
Sạc từ 8h đến 15h chỉ lên được từ 20% --> 82% xong k nhận dô pin nữa
Hôm qua sạc thù chỉ lên được 94% không lên được 100%.  
Mong nhận được phản hồi sớm nhất",2,46,1,0,0,0,2,-1.0,2.0,2.0
Đánh  giá  sau vài ngày trải nghiệm pin 5000mah mà dùng ko bằng 4000mah của Vsmart vân tay lúc dc lúc ko quét lại cũng khó ko hố trợ rung khi chạm mà máy tầm trung ko bằng máy rẻ còn hố trợ loa nhỏ,2,45,1,0,0,0,2,-1.0,2.0,2.0
Pin không hẻo như các bạn vẩn đánh giá nhé. Mình sạc 100% thì để tới sáng vẩn 100% tắt các thứ k cần thiết muốn sạc nhanh thì hạ độ sáng thấp bật chế độ máy bay. Không nên đeo ốp khi sạc,5,44,1,0,0,0,2,1.0,2.0,2.0
"Sau khi trải nghiệm đc 5 ngày thì e thấy 1 vài lỗi
+ Tắt wifi 1 thời gian tự bật lại
+ ko sử dụng nhiều vẫn tụt pin rất nhanh, đã để ý ko có app ngầm
+ sạc rất lâu",4,43,1,0,0,0,2,-1.0,2.0,2.0
Các cao nhân cho em hỏi sao mà cái con máy của e nó sạc pin lâu vô thế. Cấm sạc vô đt báo là 1h5p nữa sẽ đầy mà thực tế là hơn vậy rất nhiều. K biết có lỗi gì không,4,43,1,0,0,0,2,-1.0,2.0,2.0
Điện thoại có hiện trạng yếu mic. Khi gọi điện có dấu hiệu rè loa.Pin Trâu.Nhạc chuông cài kh hay loa ngoài điện thoại cũng kh đạt tối đa.Chỉ lớn khi ở căn phòng 5m2 chứ vào phòng to loa kh lớn.,3,42,1,0,0,0,2,1.0,2.0,2.0
"Samsung galaxy note10 + bị tụt pin nhanh vậy sạc đầy 100% lúc 23h30 đóng tất cả ứng dụng rồi mà tới 6h sáng mất 12% pin là sao , máy ông anh cũng note10 + mà mất có 5% là sao",3,42,1,0,0,0,2,-1.0,2.0,2.0
"Máy mới mua . Mà sao sạc đầy pin để đó đến trưa tự dưng mất 4% pin là sao 
Mà không chơi gì cả
Chỉ để yên máy đó đến trưa về bật máy lên là thấy mất 4% rồi",3,41,1,0,0,0,2,-1.0,2.0,2.0
"Pin hết quá nhanh . Pin oppo f11 , 100% chơi này nọ tới khuya còn hơn 30% . Con này pin tận 4k5 mà chơi y như f11 . Tới khuya còn 20% . Ko biết sao đây .....",3,40,1,0,0,0,2,-1.0,2.0,2.0
"Em mới mua đc hơn tuần nhưng pin tụt rất là nhanh, tắt màn hình để không, không có ứng dụng chạy ngầm nhưng vẫn mất 10% sau 2 tiếng. Không biết có cách nào để khắc phục không ạ?",2,40,1,0,0,0,2,-1.0,2.0,2.0
Máy kiểu gì mà tắt nguồn sạc pin k vào . bật nguồn lên mới sạc đc. thế chẳng may hết sạch pin thì đem quăng t đi ak. máy mới mua 1tháng sạc 4h k đầy đc pin 😪,1,40,1,0,0,0,2,-1.0,2.0,2.0
"Bắt wifi yếu (dùng cùng wifi với con iPhone 8, con iPhone xem Youtube ầm ầm, con 9S này đứng đơ luôn). Loa ngoài quá nhỏ và rè, điện thoại rung yếu. Được cái pin dùng 3 ngày, xác nhanh.",2,40,1,0,0,0,2,1.0,2.0,2.0
"Máy tụt bin nhanh kinh khủng , mới mua 6 tháng giờ ngày sạc 2 lần, tối còn 77% bin, tắt mạng,tắt nguồn đi ngủ sáng dậy còn 44%.Trong khi máy không hề chơi game hay tải nhiều app.",1,39,1,0,0,0,2,-1.0,2.0,2.0
"Em đã mua con này nhưng đang bị lỗi hiển thị sạc nhanh hiện giờ nó k sạc nhanh đc mà chỉ đang sạc thôi ạ 
Sạc rất chậm 
Cho em xin cách khắc phục lỗi này ạ",5,38,1,0,0,0,2,-1.0,2.0,2.0
Kb do mình hay do máy mà pin tụt nhanh. Lúc đầu bt lâu lâu tụt nhah r lại bt. Moi xài dc tầm 4 tháng mà h pin tụ nhah dung lượng tối đa là 99% pin,2,38,1,0,0,0,2,-1.0,2.0,2.0
Thấy nhiều người bảo A70 pin hao nhanh. Cái này quá chuẩn luôn. Mình xài fb vs yt xíu mà hao kinh game thì ít có chơi. Pin 4500 mà bị hao nhanh thì cũng z .,1,37,1,0,0,0,2,-1.0,2.0,2.0
Mua hôm 7/3/2019 tại TGDD. Đến nay pin còn 93%. Pin nhanh hết và sạc thì chậm. Mặc dù đã tắt hết tất cả các chức năng ko cần thiết để tối ưu hoá cho pin.,3,36,1,0,0,0,2,-1.0,2.0,2.0
Sao điện thoại a50s mình thấy xài ít mà pin mau tuột wa dzay mình đã ẩn ứng dụng hết rùi mà cũng như dzay .nt thì chữ nhảy lum tum wa.hay tại lỗi của máy,3,36,1,0,0,0,2,-1.0,2.0,2.0
"Đt pin trâu nhưng mà để 1 đêm tới sáng hao gần 10% pin tgdd mà điện thoại như v à chán vcl 
Hk hỉu tại xao pin lại hao nhìu như v trong 1 đêm",3,36,1,0,0,0,2,0.0,2.0,2.0
Mới mua thì sạt pin vao chậm 1tiếng vô 35% đổi mái khác thì 78% thì sạt không vào nữa ..đỗi lần nữa thì sạt lợi vào chậm sạt nhanh mà thua sạt thường nữa,1,35,1,0,0,0,2,-1.0,2.0,2.0
"Kinh nghiệm nhé mn, nếu sạc đến 100% sờ máy nóng thì đừng vội rút ra và sử dụng, máy sẽ tụt pin rất nhanh, đợi 10-15ph ổn định nhiệt độ thì hãy dùng nhé",4,35,1,0,0,0,2,-1.0,2.0,2.0
"Pin Redmi 8 pin 5k, note 10 lite 4k5, cả 2 cùng 100% pin, con note mua 1 ngày máy ko dùng gì từ 8h sáng đến 4h30 còn 83%, con redmi8 còn 95% pin",1,35,1,0,0,0,2,0.0,2.0,2.0
Cho hỏi máy vừa mua được 1 ngày từ 00 giờ đên 5 giờ sáng tắt hết mọi ứng dụng cả wif mà vấn hết 4% pin là sao ạ có nên đổi máy k,3,35,1,0,0,0,2,-1.0,2.0,2.0
"mình mua điện thoại iphone 6 dc 1,3 năm thì bị tình trạng sac pin xong ko choi cũng bị tụt pin, cắm lại thì pin lại lên lại  30 40% trong mấy phút",4,34,1,0,0,0,2,-1.0,2.0,2.0
Mình mua đt  hôm 28/6 mua về vấn đề pin khi qua đêm sao mất 11% dù mình đã tắt mạng và tối ưu hoá  các bạn cho mình ý kiến đk k ạ,3,34,1,0,0,0,2,-1.0,2.0,2.0
Vừa hết bao hành đối mới 1 tháng thì máy không làm gì hết tất hết ứng dụng mà mấy nong tụt pin phải  gui đi bảo hành mất 15 ngày quá buồn,1,33,1,0,0,0,2,-1.0,2.0,2.0
SS a20s pin sạc thường baoo lâu thì đầy pin.còn sạc nhanh thời gian bao lâu. Mua máy ở thegioididong mà về 5 tiếng mới đầy quá lâu có phải bị lỗi không,3,33,1,0,0,0,2,0.0,2.0,2.0
Tôi ko hài lòng là khi mua đt nhân viên tư vấn là sạc nhanh sạc 1h30’ đầy mà sạc tới 3-4tieng mới đầy pin cảm giác như bị dụ vậy chán,1,32,1,0,0,0,2,-1.0,2.0,2.0
"quả sạc thật ko thể ưa nổi.
sạc nhah dùg thích mà mua 2 cái
một cái dùng 20 ngày hỏng
một cái 17 ngày hỏng
hạn sử dụng sạc quá ngắn",1,32,1,0,0,0,2,-1.0,2.0,2.0
Em đánh giá khá tốt về sản phẩm này nhưng cho em hỏi sao sau 1 đêm sp bị hao pin nhiều thế ạ. Trung bình sau 1 đêm mất 10% pin,5,32,1,0,0,0,2,-1.0,2.0,2.0
"Loạn cảm ứng nặng 
Chạy linh tinh 
Sai lầm khi mua   
Đc pin trâu 
Cấu hình tạm ko thể phóng to màn hình các loại game avatar musik,  võ lâm môbi",1,31,1,0,0,0,2,1.0,2.0,2.0
Điểm Mình thích nhất là quay video cả trước cả sau siêu chống rung và sạc cực nhanh{chưa bao giờ thấy đt sạc nhanh như vậy}. K phải lo hết pin.😘😘,5,31,1,0,0,0,2,1.0,2.0,2.0
mình game thi tầm 4h là còn 30% mình chưa xài thử ko chơi game nên k biết co trâu ko mặc dù đã để màn hình thấp nhất có thể,4,31,1,0,0,0,2,0.0,2.0,2.0
"Cái gì cũng tốt ngoại trừ việc lưu trữ và sắp xếp file hình ảnh. 
Không phân vùng rõ giữa bộ nhớ trong và thẻ sd chỉ để là bộ nhớ trong dùng chung và thẻ sd làm mình ko biết file nào đã chuyển qua sd
Ngay tại thư viện ảnh cũng không thể hiện rõ sd và bộ nhớ trong
Mình bật sao lưu nó lặp ảnh 2 lần, nhưng khi xoá những tấm ảnh đó nó mất hết 
Mình nhấn recover từ thùng rác để lấy lại ảnh như rồi ảnh đâu =)))))
Thấy mà ức chế luôn á",1,102,0,0,1,0,1,2.0,2.0,2.0
"Mua máy đc 10 ngày, mọi thứ đều ngon trừ sóng 2G có vẻ hơi kém, mình ở quận Đống Đa, các điện thoại khác đã từng dùng đều luôn full sóng 2G còn Active 3 thì phải ra ngoài trời mới full (4 vạch), cứ vào trong nhà chỉ còn 1-2 vạch, tuy nhiên vẫn nghe gọi bình thường. Đã từng băn khoăn giữa Vsmart live với Active 3, cuối cùng chọn AT3. Mình ko chơi game nên chọn con này là rất sáng suốt.",5,86,0,0,1,0,1,2.0,2.0,2.0
"Máy thì OK, nhưng có 1 điều là không thể cài CHplay theo cách mà các anh em trên mạng đã hướng dẫn (vì bị khóa rồi). Nên thật lòng khuyên anh em nào nếu có ý định vọc vạch thì không nên mua bất cứ dòng nào của Huawei mà không có Google. Giờ mình không biết làm gì với chiếc điện thoại không thể cài được những ứng dụng cơ bản để sử dụng hàng ngày.",1,78,0,0,1,0,1,2.0,2.0,2.0
"Điện Thoại rất oke nha , cái vân tay anh em mới nhận về thiết lập vân tay đừng đổi hiệu ứng vân tay là xài ngon luôn nhé 
còn anh em nào đổi hiệu ứng vân tay thì xác định phải đè rất lâu mới có thể mở khóa điện thoại 
Tóm Tắt : KHÔNG NÊN THAY ĐỔI KIỂU HIỆU ỨNG VÂN TAY , NẾU THAY ĐỔI SẼ LÀM CHO VÂN TAY KHÔNG CÒN NHẠY NỮA :))",5,78,0,0,1,0,1,2.0,2.0,2.0
Mình mới mua con vivo y19 dùm để chạy xe ôm công nghệ được 10 ngày máy dùng tất cả điều tốt.chi là khi mình ở những nơi tòa nhà cao nhất 81 nguyên Hữu cảnh hay là ở bên quận 7 thì mất sóng 3g4g.cam ơn e nhân viên vivo nhiệt tình và đẹp gái,5,56,0,0,1,0,1,2.0,2.0,2.0
Sản phẩm rất chất lượng đừng nghe như lời nói phiến diện đồn thổi nhé mọi người mình là học sinh. Thật sự vô cùng hài lòng vs a70 ko có gì để chê cả vân tay tuy hơi kém tí nhưng mọi thứ khác đều tuyệt vời mọi người cứ yên tâm mua nha,5,55,0,0,1,0,1,2.0,2.0,2.0
"Mình thấy máy rất tốt luôn í, ban đầu thấy đánh giá một sao nhiều cũng quan ngại lắm mà liều mua xài thử thì thấy rất tốt, pin xài rất lâu, lướt mượt, vân tay hơi chậm nhưng k phải k nhạy như mọi người nói, để đúng là đc à.",4,52,0,0,1,0,1,2.0,2.0,2.0
"Xin hỗ trợ kỹ thuật.máy xài rất tốt.nhưng không hiểu sao.chân rắc 3.5 (tai nghe) không sử dụng được dây naitrim (dây thu âm) dùng để hát naitrim trên Facebook và các mạng xã hội khác....cám vào tiếng sôi và hú.đảm bảo dây naitrim hoạt động bình thường.
Xin được phản hồi",4,52,0,0,1,0,1,2.0,2.0,2.0
"Mình mua được 25 ngay rồi. Nói thật mọi thứ rất tuyệt vời không thể chê vào đây được, nhưng cái gì cũng có khuyết điểm của nó cả A51 này có mỗi 1 cái là kết nối bluetooth vơi loa kéo là kém. Còn mòn mọi mặt là rất ko.",5,51,0,0,1,0,1,2.0,2.0,2.0
Sau 2 tuần mua đc đt c3i thì rất tốt nhưng em thắc mắc sao chơi game liên quân hay game gì mà ngang full màn hình là cái bàn phím nó ko bao giờ nó lên là sao ạ có cần đi đổi lại ko mấy anh chị,3,49,0,0,1,0,1,2.0,2.0,2.0
Dùng rất ok nhưng Bluetooth chập trờn khi kết nối với tai nghe   - mình mới mua tai nghe airpod 2 kết nối Bluetooth với máy này toàn bị ngắt giữa trừng khi đang dùng hay nghe nhạc - có người gọi - mong được tư vấn trợ giúp,4,49,0,0,1,0,1,2.0,2.0,2.0
"Trước khi mua thấy ai cũng chê máy kém, tôi mua dùng không đến nỗi như các bạn đánh giá, chỉ có cái là đang dùng iphone đổi qua cái này thì cảm ứng không mượt như iphone, vì cv cần dùng 2sim nên đành chấp nhận.",4,47,0,0,1,0,0,2.0,2.0,2.0
"Máy quá tệ luôn , mới lấy tức thì , ý định mua về để có thể lướt web và lên YouTube để sử dụng beat vs lấy nhạc. , ai ngờ về nó quay 180 vòng vẫn chưa hết quay , nản thật sự",1,45,0,0,1,0,-1,2.0,2.0,2.0
"Mọi thứ không thể nói.nhưng ghét dòng này ko cod bộ sưu tập riêng.phải lưu vào Google. Mà Googlephoto chỉ dc 15g.nếu quay phim full hd thì chả dc bao nhiêu.
   Điểm trừ để tôi bán bỏ máy dù chỉ mua dc đúng 5 ngày.",3,45,0,0,1,0,-1,2.0,2.0,2.0
Thử tải 1 game nhẹ thật nhẹ  line 98 thử độ nhạy cảm ứng . Kết quả nhảy tè le . Chạm chỗ này nhảy chỗ kia . So vơi1 những dòng khác cùng tầm giá thì chỉ có 1 chữ tệ . Cho 1☆,1,45,0,0,1,0,-1,2.0,2.0,2.0
"Sản phẩm bị lỗi đang dùng bị tắt tối đen bấm nguồn hay cảm ứng vân tay k tác dụng, một lúc tự nhiên có lại. Thấy nhiều bạn cũng bị giống vậy, chắc cả lô máy này điều bị lỗi như vậy rồi.",1,44,0,0,1,0,-1,2.0,2.0,2.0
"Mới mua 2 ngày,ổn,nhưng mà tôi ghét nhất là phần loa nghe,lúc nghe được lúc ko lúc có.phải loa ngoài mới được.khá tệ,người khác nói thì nghe, mình nói lại họ lại ko nghe.loa nghe tiếng quá nhỏ dù bật max âm thanh.",1,43,0,0,1,0,1,2.0,2.0,2.0
"Mình mua được 4 tháng dùng rất ổn nhưng đến nay gặp tình trạng thẻ SD tự ngắt kết nối với máy, mình đã tháo ra và gắn lại được vài phút thì vẫn bị như cũ, không biết bị vấn đề gì",5,43,0,0,1,0,1,2.0,2.0,2.0
"Mọi thứ đều chấp nhận được, trừ wifi. Thời buổi internet mà vào mạng ntn thì cũng chỉ hơn cục gạch 1 chút. Cùng 1 vị trí, cách cục wifi 4m, không vật cản mà bắt dc 2 vạch, băng thông thì...",3,42,0,0,1,0,1,2.0,2.0,2.0
"Sau 1 tuần sử dụng máy thường xuyên bị tụt mạng 4g xuống 3g những máy khác đứng cùng vị trí lại không bị, không biết có phải lỗi do máy hay k , còn lại mọi thứ khá là tốt",4,41,0,0,1,0,1,2.0,2.0,2.0
điện  thoại  quá  tệ lúc  người  khác  điện thoại  tới  người ta  nói  mình  nghe  mình  nói  người  ta không nghe  tắt  điện lại  có  khi 2-3 lần mới nghe được  thất  vọng  toàn  tập phải  bán  lại mất  20% haizz,2,41,0,0,1,0,-1,2.0,2.0,2.0
Mọi thứ đều ổn ngoại trừ cảm biến ra . Hôm nay là gần 1 tuần sử dụng tự nhiên thấy cảm biến khi mở sáng màn hình để xem giờ thì cảm biến chớp sáng theo là sao vậy,4,40,0,0,1,0,1,2.0,2.0,2.0
Đt quá tệ bất wifi thì đầy sóng tạm được. Còn sim thì bất sóng tệ hơn.vào mạng .H ! cứ quay mải Hối hận đã chọn e này.thua con ss A5 cua mình gắn sim qua chạy phà phà,2,40,0,0,1,0,-1,2.0,2.0,2.0
Phải nói là Samsung Galaxy A 30s là dòng điện thoại tầm trung nhưng nó không thua kém gì về các Cấu hình của máy dòng cao hơn đặc biệt là cảm biến vân tay rất mượt và nhanh.,5,39,0,0,1,0,1,2.0,2.0,2.0
"Sản phẩm kèm chất lượng, loa thì bé, sai dk 5 ngay bị hư, màn hình k ăn, vẫn tay thì tệ, vào mang hay bị thoát ra, sống wf và 3g có vấn đề, hối hận khi mua",1,39,0,0,1,0,-1,2.0,2.0,2.0
"Máy gặp lỗi nhiều.như khi tự động chuyển đổi mạng,thi thoảng không lên bàn phím, nói chung mà chơi game gặp phải mạng không ổn định chuyển đổi mạng giữa 3g vs 4g thì phải mất 10 đến 15s",1,39,0,0,1,0,-1,2.0,2.0,2.0
"Tất cả đều ok. . . Trừ cái cột sóng. Dùng mạng không ổn định hay bị tụt mạng và mất mạng 3g,4g mặc dù mình dùng 2 sim 2 mạng khác nhau để thay đổi lướt wed.",3,38,0,0,1,0,1,2.0,2.0,2.0
"mới mua redmi note 9s hôm 30/4 tắt máy tầm 15 phút. không sử dụng là người khác nhắn tin, gọi: zalo, mess không được (mặc dù chắc chắn wifi vẫn tốt) quá tệ, quá bất tiện !",1,38,0,0,1,0,-1,2.0,2.0,2.0
"Ko nên mua máy này nhé, nhiều lỗi vặt và còn hên xui nữa hên lắm thì chỉ bị lỗi vặt, nói chung cho 1 sao là nhiều quá rồi phải nói là quá tệ
Ae lưu ý",1,38,0,0,1,0,-1,2.0,2.0,2.0
Nói chung cũng được. Nhưng phần viết tin nhắn hơi bực bội một chút.không hiển thị đầy đủ ví dụ như dấu sắc huyền hỏi ngã nặng.phải nhấn và giữ mới có. Làm mất  thời gian quá,3,37,0,0,1,0,0,2.0,2.0,2.0
